suburb,count,words
GISBORNE,70,"{'ugh': 18, 'off': 11, 'con': 9, 'ass': 9, 'mean': 6, 'fuck': 5, 'shit': 3, 'crap': 2, 'rotten': 1, 'fake': 1, 'blind': 1, 'terrorist': 1, 'wretched': 1, 'freak': 1, 'sly': 1, 'stupid': 1, 'fag': 1, 'trouble': 1, 'ridiculous': 1, 'yuck': 1, 'mafia': 1}"
GISBORNE SOUTH,1,{'fuck': 1}
GLADSTONE PARK,49,"{'con': 12, 'ugh': 11, 'ass': 6, 'fuck': 4, 'sick': 3, 'crazy': 2, 'shit': 2, 'off': 2, 'coward': 2, 'jealous': 2, 'moron': 1, 'scam': 1, 'scam ': 1, 'con ': 1, 'dick': 1, 'corrupt': 1, 'ugly': 1, 'ugly ': 1, 'rude': 1, 'prick': 1, 'shame': 1, 'mean': 1}"
GLEN HUNTLY,47,"{'ugh': 16, 'off': 10, 'ass': 6, 'con': 6, 'fuck': 5, 'mean': 3, 'con ': 2, 'perv': 1, 'horrible': 1, 'sick': 1, 'shit': 1, 'evil': 1, 'sly': 1, 'blind': 1, 'miserable': 1, ' fool': 1, 'fool': 1}"
GLEN IRIS,175,"{'con': 51, 'ugh': 35, 'off': 32, 'ass': 15, 'mean': 6, 'fuck': 6, 'shit': 6, 'sly': 5, 'brat': 5, 'sick': 5, 'fool': 3, 'babe': 2, 'fat': 2, 'freak': 2, 'con ': 2, 'crap': 2, 'loser': 2, 'loser ': 2, 'crazy': 2, ' fool': 2, 'dick': 2, 'trouble': 1, 'bitch': 1, 'jealous': 1, 'evil': 1, 'thief': 1, 'reckless': 1, 'jerk': 1, 'scam': 1, 'slut': 1, 'suck a dick': 1, 'shade': 1, 'mess': 1, 'rude': 1, 'shame': 1, 'perv': 1, 'fake': 1, 'stupid': 1, 'ugly': 1, 'ugly ': 1}"
GLEN WAVERLEY,339,"{'ugh': 76, 'con': 65, 'ass': 55, 'off': 48, 'fuck': 22, 'shit': 22, 'mean': 12, 'arse': 8, 'sly': 7, 'crazy': 5, 'sick': 4, 'brat': 4, 'jealous': 3, 'vile': 3, 'beat': 3, 'fat': 3, 'crap': 3, 'bitch': 3, 'shade': 3, 'ignorant': 3, 'dumb': 3, 'trouble': 2, 'dick': 2, 'rude': 2, 'fool': 2, 'shitty ': 2, 'shame': 2, 'dork': 2, 'stupid': 1, 'holy shit': 1, ' fool': 1, 'ridiculous': 1, 'sordid': 1, 'evil': 1, 'moron': 1, 'bribe': 1, 'liar': 1, 'sleazy': 1, 'asshole': 1, 'perv': 1, 'tabloid': 1, 'corrupt': 1, 'fuck off': 1, 'beef': 1, 'mess': 1, 'shut up': 1, 'scapegoat': 1, 'rapist': 1, 'beast': 1, 'shameless': 1, 'fag': 1, 'loser': 1, 'loser ': 1, 'oldie': 1, 'fraud': 1, 'fake': 1, 'dull': 1}"
GLENROY,131,"{'ugh': 27, 'con': 19, 'ass': 15, 'off': 11, 'shit': 9, 'stupid': 8, 'fuck': 8, 'mean': 6, 'bitch': 5, 'babe': 4, 'beat': 4, 'sly': 4, 'corrupt': 2, 'dick': 2, 'ugly': 2, 'ugly ': 2, 'brat': 2, 'liar': 2, 'evil': 1, 'nasty': 1, 'sick': 1, 'sucker': 1, 'fuck off': 1, 'mafia': 1, 'slut': 1, 'shitty ': 1, 'dumb': 1, 'motherfucker': 1, 'fucker': 1, 'disgusting': 1, 'crap': 1, 'shame': 1, 'stupid people': 1, 'con ': 1, 'trouble': 1, 'retard': 1, 'fuck you': 1, 'rude': 1, 'fag': 1, 'faggot': 1, 'mess': 1, 'crazy': 1, 'oldie': 1, 'worthless': 1}"
GOWANBRAE,90,"{'con': 19, 'ugh': 13, 'off': 11, 'ass': 9, 'mean': 7, 'shit': 5, 'fuck': 5, 'shame': 3, 'scam': 2, 'crazy': 2, 'dick': 2, 'blind': 2, 'bad thing': 1, 'scammer': 1, ' scammer': 1, 'mediocre': 1, 'ugly': 1, 'ugly ': 1, 'sick': 1, 'bitch': 1, 'nasty': 1, 'fake': 1, 'liar': 1, 'crap': 1, 'jealous': 1, 'mess': 1, 'stupid': 1, 'asshole': 1, 'shut up': 1, 'freak': 1, 'whore': 1, 'sly': 1, 'bastard': 1, 'thug': 1}"
GREENSBOROUGH,227,"{'ugh': 123, 'ass': 29, 'off': 25, 'con': 24, 'fuck': 12, 'mean': 5, 'sly': 5, 'beat': 5, 'freak': 4, 'dork': 3, 'evil': 2, 'con ': 2, 'oldie': 2, 'shit': 2, 'babe': 1, ' fool': 1, 'fool': 1, 'brainwash': 1, 'birds of a feather': 1, 'crap': 1, 'arse': 1, 'stupid': 1, 'jealous': 1, 'yuck': 1, 'liar': 1, 'jail': 1, 'in jail': 1, 'trouble': 1, 'devil': 1, 'vile': 1, 'brat': 1, 'dull': 1}"
GREENVALE,82,"{'ass': 20, 'fuck': 13, 'con': 12, 'ugh': 7, 'shit': 5, 'off': 4, 'mean': 3, 'sick': 3, 'babe': 3, 'mess': 2, 'ugly': 2, 'bitch': 2, 'fat': 2, 'brat': 1, 'stupid': 1, 'you rat': 1, 'sly': 1, 'pussy': 1, 'dick': 1, 'holy shit': 1, 'ugly ': 1, 'disgusting': 1, 'fake': 1, 'jealous': 1}"
GRUYERE,10,"{'ass': 2, 'evil': 2, 'ugh': 2, 'gangster': 2, 'off': 1, 'shit': 1, 'con': 1}"
GUYS HILL,1,{'ugh': 1}
HADFIELD,22,"{'con': 6, 'ugh': 6, 'crazy': 2, 'sly': 2, 'off': 2, 'con ': 2, 'ass': 2, 'go crazy': 1, 'mean': 1, 'fuck': 1, 'shame': 1}"
HALLAM,72,"{'con': 15, 'ugh': 14, 'ass': 12, 'off': 9, 'fuck': 5, 'beat': 3, 'sly': 3, 'mean': 3, 'shit': 3, 'babe': 2, 'freak': 2, 'dull': 1, 'bad blood': 1, 'sick': 1, 'nasty': 1, 'frustrated': 1, 'imbecile': 1, 'trouble': 1, 'prick': 1, 'bitch': 1, 'dumb': 1, 'retard': 1, 'stupid': 1, 'brat': 1, 'fuck off': 1, 'slut': 1}"
HAMPTON,329,"{'ugh': 59, 'con': 53, 'fuck': 41, 'ass': 35, 'shit': 28, 'off': 27, 'arse': 26, 'stupid': 17, 'crap': 10, 'scumbag': 10, 'fat': 10, 'shame': 9, 'evil': 8, 'sly': 8, 'mean': 8, 'dick': 7, 'dumb': 7, 'ugly': 6, 'ugly ': 6, 'sick': 6, 'prick': 6, 'liar': 6, 'imbecile': 6, 'terrorist': 4, 'brat': 4, ' fool': 4, 'fool': 4, 'bitch': 3, 'mess': 3, 'horrible': 3, 'con ': 3, 'loser': 3, 'ridiculous': 3, 'piece of shit': 3, 'trouble': 3, 'vile': 3, 'piece of shit ': 2, 'fuck off': 2, 'crazy': 2, 'pedophile': 2, 'selfish': 2, 'beat': 2, 'ignorant': 2, 'despicable': 1, 'traitor': 1, 'shade': 1, 'puppets': 1, 'phoney': 1, 'scared shitless': 1, 'bastard': 1, 'rotten': 1, 'toilet paper ': 1, 'horrendous': 1, 'fraud': 1, 'loser ': 1, 'sucker': 1, 'dishonest': 1, 'fucking ugly': 1, 'jail': 1, 'babe': 1, 'freak': 1, 'trashbag': 1, 'corrupt': 1}"
HAMPTON EAST,49,"{'ugh': 13, 'off': 10, 'fuck': 8, 'ass': 5, 'con': 5, 'beat': 2, 'stupid': 2, 'fucker': 2, 'rapist': 1, 'fat': 1, 'jail': 1, 'sick': 1, 'fake': 1, 'shame': 1, 'mean': 1, 'babe': 1, 'nobody': 1, 'brat': 1, 'fuck it': 1, 'crap': 1, 'arse': 1, 'rude': 1, 'prude': 1, 'dumb': 1}"
HAMPTON PARK,50,"{'ass': 12, 'con': 7, 'ugh': 7, 'shit': 6, 'fuck': 6, 'off': 4, 'fat': 3, 'bitch': 2, 'beef': 1, 'mean': 1, 'frustrated': 1, 'damned ': 1, 'freak': 1, 'pawns': 1, 'yuck': 1, 'babe': 1, 'fucker': 1, 'brat': 1}"
HARKNESS,33,"{'con': 12, 'ugh': 6, 'fuck': 4, 'ass': 4, 'off': 3, 'sly': 2, 'mean': 2, 'fat': 2, 'sick': 1, 'rude': 1, 'mess': 1, 'fucker': 1, 'crazy': 1, 'shit': 1}"
HAWTHORN,694,"{'off': 168, 'con': 121, 'ugh': 112, 'ass': 103, 'fuck': 25, 'sly': 25, 'mean': 24, 'shit': 23, 'brat': 17, 'mess': 14, 'stupid': 12, 'beat': 12, 'sick': 11, 'fat': 10, 'con ': 7, 'bitch': 7, 'fool': 6, 'freak': 5, 'evil': 5, 'crazy': 4, 'babe': 4, 'beef': 4, 'dumb': 4, 'jealous': 4, 'ridiculous': 4, 'arse': 3, 'blind': 3, 'liar': 3, 'shame': 3, 'nasty': 3, 'butch': 3, 'fake': 3, 'rude': 3, 'pussy': 3, 'fuck off': 3, 'crap': 2, 'terrorist': 2, 'shitty ': 2, 'dick': 2, 'trouble': 2, 'bastard': 2, 'nobody': 2, 'whining': 2, 'oldie': 2, ' fool': 2, 'fucker': 2, 'slut': 2, 'beast': 2, 'whore': 1, 'motherfucker': 1, 'wimp': 1, 'horrendous': 1, 'reckless': 1, 'sneaky': 1, 'bad thing': 1, 'holy shit': 1, 'rotter': 1, 'petty': 1, 'spoiled': 1, 'shut up': 1, 'jerk': 1, 'rapist': 1, 'thug': 1, 'brawler': 1, 'devil': 1, 'shameless': 1, 'imbecile': 1, 'vile': 1, 'son of a bitch': 1, 'sucker': 1, 'gangster': 1, 'cheater': 1, 'disgusting': 1, 'fuck it': 1, 'miserable': 1, 'leftist': 1, 'selfish': 1, 'perv': 1}"
HAWTHORN EAST,344,"{'ugh': 73, 'con': 71, 'ass': 42, 'off': 39, 'mean': 20, 'fuck': 13, 'shit': 9, 'crazy': 8, 'sly': 8, 'freak': 6, 'sick': 6, 'babe': 6, 'brat': 6, 'fat': 6, 'mess': 5, 'crap': 5, 'trouble': 5, 'con ': 5, 'reckless': 4, 'jealous': 4, 'evil': 4, 'scam': 3, 'bitch': 3, 'rude': 2, 'dumb': 2, 'stupid': 2, 'beat': 2, 'arse': 2, 'bastard': 2, 'shame': 2, 'ridiculous': 2, 'fag': 1, 'faggot': 1, 'troublemaker': 1, 'white trash': 1, 'beef': 1, 'murderer': 1, 'sneaky': 1, 'vulture': 1, 'piece of shit': 1, 'vile': 1, 'fuck off': 1, 'frustrated': 1, 'fake': 1, 'shitty ': 1, 'ugly': 1, 'jail': 1, ' fool': 1, 'fool': 1, 'terrorist': 1, 'blind': 1, 'spineless': 1, 'thug': 1, 'yuck': 1, 'devil': 1, 'devilish': 1, 'dick': 1, 'horrible': 1}"
HEALESVILLE,103,"{'ugh': 45, 'off': 15, 'ass': 13, 'con': 11, 'sly': 5, 'loser': 2, 'shit': 2, 'arse': 2, 'mean': 2, 'loser ': 1, 'vile': 1, 'bitch': 1, 'coward': 1, 'beat': 1, 'mess': 1, 'brat': 1, 'freak': 1, 'horrible': 1, 'shade': 1, 'fuck': 1, 'blind': 1}"
HEATHERTON,12,"{'ugh': 5, 'off': 2, 'ass': 2, 'con': 1, 'fat': 1, 'frustrated': 1, 'fuck': 1}"
HEATHMONT,26,"{'con': 9, 'ugh': 5, 'ass': 4, 'off': 2, 'mean': 1, 'con ': 1, 'fuck': 1, 'sly': 1, 'shit': 1, 'bitch': 1, 'whiny': 1, 'sick': 1, 'Satan': 1, 'shame': 1, 'trouble': 1}"
HEIDELBERG,109,"{'off': 25, 'ugh': 24, 'ass': 16, 'con': 16, 'sly': 4, 'mean': 3, 'jealous': 3, 'corrupt': 2, 'blow off': 2, 'brat': 2, 'stupid': 2, 'loser': 2, 'loser ': 2, 'dumb': 2, 'moron': 2, 'rude': 2, 'crap': 1, 'sneaky': 1, 'ugly': 1, 'despicable': 1, 'horrendous': 1, ' fool': 1, 'fool': 1, 'turncoat': 1, 'babe': 1, 'shame': 1, 'trouble': 1, 'arse': 1, 'white trash': 1, 'bastard': 1, 'beat': 1, 'fag': 1, 'fuck': 1, 'dick': 1, 'shade': 1, 'perv': 1, 'frustrated': 1, 'freak': 1, 'imbecile': 1, 'bitch': 1, 'devil': 1, 'evil': 1}"
HEIDELBERG HEIGHTS,24,"{'ugh': 8, 'ass': 6, 'off': 5, 'con': 2, 'ridiculous': 1, 'shit': 1, 'babe': 1}"
HEIDELBERG WEST,45,"{'ugh': 11, 'off': 7, 'con': 6, 'ass': 6, 'crazy': 5, 'shit': 4, 'fuck': 3, 'disgusting': 2, 'ugly': 1, 'ugly ': 1, 'beat': 1, 'stupid': 1, 'sly': 1, 'loser': 1, 'shade': 1, ' fool': 1, 'fool': 1, 'petty': 1}"
HIGHETT,86,"{'ugh': 27, 'off': 18, 'con': 15, 'ass': 11, 'fat': 3, 'sly': 3, 'con ': 3, 'babe': 3, 'fuck': 3, 'mess': 2, 'butch': 2, 'jerk': 2, 'liar': 2, 'shit': 2, 'crazy': 2, 'mean': 2, 'fuck it': 1, 'bitch': 1, 'beef': 1, 'jealous': 1, 'blind': 1, 'mediocre': 1, 'prick': 1}"
HILLSIDE,226,"{'shit': 33, 'con': 33, 'ugh': 31, 'ass': 26, 'off': 22, 'fuck': 20, 'mean': 9, 'fake': 7, 'sick': 7, 'sly': 7, 'bitch': 6, 'beat': 6, 'babe': 5, 'stupid': 5, 'fat': 5, 'frustrated': 3, 'crap': 3, 'holy shit': 3, 'con ': 3, 'brat': 2, 'crazy': 2, 'slut': 2, 'mess': 2, 'dumb': 2, 'fucker': 2, 'disgusting': 1, 'shitty ': 1, 'retard': 1, 'sucker': 1, 'mediocre': 1, 'evil': 1, 'corrupt': 1, 'fuck off': 1, 'prick': 1, 'fuck it': 1, 'rude': 1, 'shade': 1, 'asshole': 1, 'shame': 1, 'ridiculous': 1, 'cheater': 1, 'Useless': 1, 'nobody': 1, 'rotter': 1, 'arse': 1, 'loser': 1, 'loser ': 1, 'bribe': 1, 'nasty': 1}"
HODDLES CREEK,2,"{'babe': 1, 'con': 1}"
HOPPERS CROSSING,411,"{'ugh': 77, 'ass': 68, 'con': 63, 'off': 56, 'fuck': 50, 'shit': 26, 'mean': 17, 'bitch': 10, 'sly': 8, 'babe': 7, 'beat': 7, 'sick': 6, 'fake': 5, 'dumb': 5, 'fat': 5, 'beast': 4, 'rude': 4, 'dick': 4, 'arse': 4, 'trouble': 3, 'stupid': 3, 'fuck you': 3, 'con ': 3, 'brat': 3, 'asshole': 3, 'nasty': 2, 'liar': 2, 'puppets': 2, 'pussy': 2, 'shame': 2, 'freak': 2, 'crap': 2, 'evil': 2, 'yuck': 2, 'mess': 2, 'beef': 2, 'slut': 2, 'fucker': 2, 'crazy': 1, 'scam': 1, 'scam ': 1, ' fool': 1, 'fool': 1, 'corrupt': 1, 'ugly': 1, 'ugly ': 1, 'loserl': 1, 'loser': 1, 'cuckoo': 1, 'whore': 1, 'shade': 1, 'worthless': 1, 'horrible': 1, 'prick': 1, 'robber': 1, 'fuck it': 1, 'shut the hell up': 1, 'blind': 1, 'nobody': 1, 'bad thing': 1, 'bastard': 1, 'moron': 1, 'terrorist': 1}"
HUGHESDALE,41,"{'ugh': 17, 'ass': 7, 'con': 5, 'dumb': 3, 'shit': 1, 'rude': 1, 'con ': 1, 'crap': 1, 'coward': 1, 'mean': 1, 'off': 1, 'crazy': 1, 'arse': 1, 'fuck': 1, 'sly': 1, 'sick': 1}"
HUNTINGDALE,6,"{'con': 1, 'mean': 1, 'ugly': 1, 'ugly ': 1, 'ass': 1, 'shit': 1, 'ugh': 1}"
HURSTBRIDGE,17,"{'ugh': 5, 'ass': 4, 'off': 4, 'con': 2, 'fuck off': 1, 'fuck': 1, 'viper': 1, 'to piss off': 1, 'sly': 1, 'pussy': 1, 'shit': 1, 'brainwash': 1}"
INDENTED HEAD,6,"{'con': 3, 'sick': 1, 'ass': 1, 'off': 1}"
INGLISTON,1,"{'off': 1, 'ass': 1}"
IVANHOE,72,"{'con': 20, 'ugh': 17, 'ass': 12, 'off': 7, 'mean': 3, 'sly': 3, 'shit': 2, 'fat': 2, 'shame': 1, 'dumb': 1, 'slut': 1, 'beast': 1, 'arse': 1, 'cynical': 1, 'evil': 1, 'fuck': 1, 'bastard': 1, 'trouble': 1, 'stupid': 1, 'whore': 1}"
IVANHOE EAST,9,"{'ass': 3, 'off': 2, 'con': 2, 'shit': 1, 'sly': 1, 'slut': 1}"
JACANA,4,"{'ugh': 1, 'sly': 1, 'liar': 1, 'ass': 1}"
KALLISTA,4,"{'off': 2, 'crazy': 1, 'mess': 1}"
KALORAMA,5,"{'con': 3, 'ugh': 2}"
KANGAROO GROUND,13,"{'brat': 3, 'off': 3, 'ass': 2, 'crazy': 1, 'sly': 1, 'shit': 1, 'con': 1, 'mean': 1, 'shame': 1}"
KEALBA,16,"{'ass': 4, 'off': 3, 'con': 3, 'ugh': 2, 'brat': 1, 'shit': 1, 'ugly': 1, 'ugly ': 1, 'disgusting': 1, 'fuck': 1, 'mediocre': 1, 'slut': 1}"
KEILOR,32,"{'ugh': 9, 'con': 8, 'off': 4, 'fuck': 2, 'mess': 2, 'ass': 2, 'fat': 1, 'beef': 1, 'sick': 1, 'dumb': 1, 'crap': 1, 'mean': 1, 'brat': 1, 'dick': 1, 'sly': 1, 'fuck you': 1}"
KEILOR DOWNS,42,"{'ugh': 8, 'ass': 5, 'fuck': 4, 'sly': 4, 'con': 4, 'off': 3, 'shit': 3, 'sick': 3, 'mean': 2, 'bitch': 2, 'mess': 2, 'fat': 1, 'shade': 1, 'freak': 1, 'con ': 1, 'thug': 1, 'beat': 1, 'suck a dick': 1, 'dick': 1, 'piece of shit': 1, 'slut': 1, 'disgusting': 1, 'liar': 1, 'dumb': 1}"
KEILOR EAST,167,"{'ugh': 42, 'off': 25, 'fuck': 23, 'ass': 22, 'con': 16, 'shit': 9, 'mean': 7, 'sly': 5, 'bitch': 4, 'bastard': 4, 'beat': 4, 'stupid': 3, 'sick': 3, 'shame': 3, 'dumb': 3, 'dick': 2, 'motherfucker': 2, 'fucker': 2, 'crazy': 2, 'pussy': 2, 'fuck off': 2, 'con ': 2, 'brat': 2, 'moron': 2, 'holy shit': 1, 'crap': 1, 'drug dealer': 1, 'imbecile': 1, 'spoiled': 1, 'rude': 1, 'oldie': 1, 'ugly': 1, 'ugly ': 1, 'ignorant': 1, 'fat': 1, 'liar': 1, 'disgusting': 1, 'coward': 1, 'prick': 1, 'beast': 1, 'shitty ': 1, 'ungly': 1, 'trouble': 1, 'loser': 1, 'loser ': 1}"
KEILOR LODGE,5,"{'off': 2, 'fuck': 2, 'con': 1, 'ass': 1, 'shit': 1}"
KEILOR NORTH,4,"{'off': 1, 'ugh': 1, 'fat': 1, 'con': 1}"
KEILOR PARK,17,"{'ugh': 6, 'con': 6, 'fuck': 2, 'ass': 2, 'off': 1, 'fuck it': 1, 'shade': 1, 'frustrated': 1, 'horrible': 1, 'con ': 1}"
KENSINGTON,203,"{'con': 41, 'ugh': 36, 'off': 33, 'ass': 29, 'shit': 11, 'fuck': 10, 'mean': 10, 'brat': 5, 'sick': 5, 'crazy': 4, 'sly': 4, 'mess': 4, 'beat': 3, 'bitch': 3, 'jealous': 3, 'stupid': 3, 'rude': 2, 'bastard': 2, 'dick': 2, 'shade': 2, 'con ': 2, 'babe': 2, 'blind': 2, 'rotter': 1, 'murderer': 1, 'perv': 1, 'go crazy': 1, 'holy shit': 1, 'beef': 1, 'evil': 1, 'nasty': 1, 'crap': 1, 'fuck you': 1, 'frustrated': 1, 'vulture': 1}"
KEW,210,"{'con': 48, 'ugh': 45, 'off': 36, 'ass': 29, 'shit': 5, 'fuck': 5, 'mean': 4, 'brat': 4, 'crap': 4, 'sly': 4, 'mess': 4, 'terrorist': 3, 'beef': 2, 'ridiculous': 2, 'fake': 2, 'dick': 2, 'beat': 2, 'dumb': 2, 'fool': 2, 'babe': 2, 'crazy': 2, 'beast': 2, 'con ': 2, 'shade': 1, 'nobody': 1, 'horrible': 1, 'slut': 1, 'shitty ': 1, 'fat': 1, 'scumbag': 1, 'shut up': 1, 'shame': 1, 'evil': 1, 'moron': 1, 'jealous': 1, ' fool': 1, 'liar': 1, 'stupid': 1, 'oldie': 1, 'disgusting': 1, 'freak': 1}"
KEW EAST,59,"{'off': 16, 'con': 15, 'ugh': 12, 'ass': 9, 'brat': 2, 'shit': 2, 'fat': 1, 'horrible': 1, 'nobody': 1, 'mess': 1, 'corrupt': 1, 'con ': 1, 'stupid': 1, 'trouble': 1, 'sly': 1}"
KEYSBOROUGH,215,"{'ugh': 118, 'ass': 26, 'con': 17, 'off': 12, 'fuck': 10, 'shit': 10, 'bitch': 7, 'fake': 5, 'sick': 3, 'sly': 3, 'stupid': 3, 'dick': 3, 'mess': 2, 'shame': 2, 'beat': 2, 'fuck you': 2, 'crazy': 2, 'evil': 1, 'shut up': 1, 'troublemaker': 1, 'trouble': 1, 'blind': 1, 'loser': 1, 'loser ': 1, 'fuck off': 1, 'moron': 1, 'freak': 1, 'sneaky': 1, 'corrupt': 1, 'rude': 1, 'babe': 1}"
KILSYTH,60,"{'ugh': 16, 'off': 8, 'con': 6, 'ass': 5, 'shit': 3, 'trouble': 2, 'disgusting': 2, 'fuck': 2, 'bitch': 1, 'mess': 1, 'liar': 1, 'dick': 1, 'nasty': 1, 'beat': 1, 'dumb': 1, 'stupid': 1, 'mean': 1, ' fool': 1, 'fool': 1, 'brat': 1, 'shame': 1, 'thug': 1, 'crap': 1, 'moron': 1, 'crazy': 1, 'fucker': 1, 'corrupt': 1, 'sick': 1, 'babe': 1, 'fat': 1, 'coward': 1}"
KILSYTH SOUTH,8,"{'off': 2, 'dick': 2, 'fuck': 1, 'bitch': 1, 'beat': 1, 'dull': 1, 'murderer': 1}"
KINGLAKE,4,"{'off': 3, 'ugh': 1}"
KINGLAKE CENTRAL,2,"{'con': 1, 'ass': 1, 'jealous': 1}"
KINGLAKE WEST,10,"{'off': 3, 'ass': 2, 'shit': 2, 'blind': 1, 'con': 1, 'fuck': 1, 'crazy': 1, 'holy shit': 1}"
KINGS PARK,28,"{'ugh': 7, 'ass': 5, 'off': 4, 'crap': 2, 'mean': 2, 'sly': 2, 'fat': 1, 'shame': 1, 'fuck': 1, 'evil': 1, 'coward': 1, 'con': 1, 'shut up': 1, 'stupid': 1, 'bitch': 1, 'jealous': 1, 'babe': 1}"
KINGSBURY,19,"{'off': 6, 'brat': 3, 'ugh': 2, 'con': 2, 'mean': 2, 'mess': 1, 'sick': 1, 'terrorist': 1, 'beat': 1, 'babe': 1, 'fuck': 1, 'sly': 1}"
KINGSVILLE,20,"{'ugh': 6, 'fuck': 4, 'con': 3, 'bitch': 2, 'off': 2, 'ass': 2, 'shit': 1, 'crazy': 1, 'rude': 1}"
KNOXFIELD,57,"{'ugh': 13, 'con': 10, 'ass': 8, 'off': 8, 'crazy': 3, 'mean': 3, 'freak': 2, 'trouble': 2, 'fuck': 2, 'slut': 1, 'ridiculous': 1, 'sly': 1, ' fool': 1, 'fool': 1, 'sick': 1, 'scumbag': 1, 'shame': 1, 'crap': 1, 'shit': 1, 'dumb': 1, 'mess': 1, 'jealous': 1, 'jail': 1, 'devil': 1, 'evil': 1, 'bitch': 1}"
KOOYONG,28,"{'con': 7, 'ass': 7, 'off': 7, 'ugh': 3, 'stupid': 1, 'brat': 1, 'mean': 1, 'freak': 1, 'sly': 1}"
KURUNJANG,13,"{'ugh': 5, 'shit': 2, 'con': 2, 'ass': 2, 'off': 1, 'crazy': 1, 'bitch': 1, 'mean': 1, 'ridiculous': 1}"
LALOR,71,"{'ugh': 14, 'ass': 11, 'con': 11, 'shit': 6, 'fuck': 5, 'off': 5, 'mean': 5, 'fat': 3, 'brat': 2, 'stupid': 1, 'asshole': 1, 'pussy': 1, 'crazy': 1, 'butch': 1, 'it girl': 1, 'sly': 1, 'blind': 1, 'shame': 1, 'sick': 1, 'scumbag': 1, ' fool': 1, 'fool': 1, 'piece of shit': 1}"
LANGWARRIN,81,"{'ugh': 17, 'con': 14, 'ass': 13, 'off': 11, 'fuck': 8, 'shit': 6, 'rude': 3, 'brat': 3, 'mean': 3, 'sly': 2, 'dick': 2, 'loser': 1, 'loser ': 1, 'sick': 1, 'shade': 1, 'jerk': 1, 'ignorant': 1, 'stupid': 1, 'ugly': 1, 'mess': 1, 'fake': 1, 'evil': 1, 'ridiculous': 1, 'fuck off': 1, 'crazy': 1, 'con ': 1, 'crap': 1}"
LARA,104,"{'ugh': 25, 'con': 17, 'ass': 15, 'fuck': 13, 'off': 9, 'mean': 8, 'shit': 8, 'sly': 5, 'fat': 5, 'babe': 3, 'dick': 3, 'sick': 3, 'stupid': 2, 'holy shit': 2, 'miserable': 1, 'piece of shit': 1, 'dumb': 1, 'trouble': 1, 'jealous': 1, 'disgusting': 1, 'asshole': 1, 'stupid people': 1, 'evil': 1, 'horrible': 1, 'dull': 1, 'fuck you': 1, 'coward': 1, 'holy fuck': 1, 'arse': 1, 'damned ': 1, 'bitch': 1}"
LAUNCHING PLACE,2,"{'fuck': 1, 'ugh': 1}"
LAVERTON,235,"{'mean': 118, 'con': 27, 'ugh': 21, 'ass': 16, 'fuck': 14, 'off': 10, 'crap': 3, 'mess': 3, 'dick': 3, 'shit': 3, 'sly': 3, 'dumb': 2, 'shade': 2, 'sick': 2, 'beat': 2, 'shut up': 2, 'rude': 2, 'stupid': 1, 'brainwash': 1, 'crazy': 1, 'fat': 1, 'vile': 1, 'disgusting': 1, 'nasty': 1, 'bitch': 1, 'spineless': 1, 'beast': 1, 'dull': 1, 'dork': 1, 'freak': 1, 'babe': 1, 'fool': 1, 'ugly': 1, 'ugly ': 1}"
LAVERTON NORTH,11,"{'ugh': 4, 'off': 3, 'con': 2, 'disgusting': 1, 'mess': 1, 'fuck': 1}"
LILYDALE,66,"{'off': 14, 'ugh': 12, 'con': 12, 'ass': 8, 'fuck': 7, 'shit': 4, 'con ': 3, 'sick': 2, 'mess': 2, 'beast': 2, 'sly': 2, 'devil': 1, 'evil': 1, 'fat': 1, 'babe': 1, 'bitch': 1, 'fuck you': 1, 'rude': 1, 'dick': 1, 'liar': 1, 'ridiculous': 1, 'slut': 1, 'freak': 1, 'shame': 1, 'crap': 1, 'shut up': 1}"
LITTLE RIVER,21,"{'con': 5, 'ass': 4, 'ugh': 4, 'off': 3, 'mess': 2, 'fuck': 2, 'fat': 1, 'sly': 1, 'bitch': 1}"
LONG FOREST,1,{'sly': 1}
LOWER PLENTY,45,"{'ugh': 12, 'con': 10, 'ass': 10, 'off': 5, 'sly': 3, 'fuck': 3, 'mean': 3, 'oldie': 1, 'crazy': 1, 'shame': 1, 'beat': 1, 'loser': 1, 'fucker': 1, 'horrible': 1}"
LYNBROOK,28,"{'ass': 6, 'ugh': 5, 'con': 5, 'off': 2, 'shit': 2, 'fuck': 2, 'shut up': 1, 'worthless': 1, 'horrible': 1, 'fake': 1, 'liar': 1, 'mean': 1, 'ridiculous': 1, 'jealous': 1, 'sick': 1}"
LYNDHURST,9,"{'con': 3, 'crazy': 2, 'off': 2, 'ugh': 1, 'ass': 1, 'sick': 1}"
LYSTERFIELD,141,"{'con': 80, 'mean': 22, 'ugh': 13, 'ass': 7, 'off': 6, 'fake': 3, 'fuck': 3, 'stupid': 3, 'sly': 2, 'con ': 1, 'fuck off': 1, 'sick': 1, 'freak': 1, 'shade': 1, 'bitch': 1, 'loser': 1, 'loser ': 1, 'shit': 1, 'brat': 1}"
LYSTERFIELD SOUTH,1,{'ugh': 1}
MACCLESFIELD,7,"{'fuck': 2, 'fat': 1, 'ass': 1, 'mean': 1, 'off': 1, 'ugh': 1, 'babe': 1}"
